store	week	hhincome1	hhincome2	hhincome3	hhincome4	hhincome5	hhincome6	hhincome7	hhincome8	hhincome9	hhincome10	hhincome11	hhincome12	hhincome13	hhincome14	hhincome15	hhincome16	hhincome17	hhincome18	hhincome19	hhincome20
2	15	8.901421	10.10455	11.55047	10.25642	11.2135	9.894843	10.41195	12.22641	11.52633	10.42383	11.40011	11.67144	10.36124	10.44897	10.48507	10.90795	11.31385	10.24969	9.5142	11.06155
2	16	9.416632	11.84843	9.566072	10.55338	10.84849	9.93984	11.34364	11.1434	10.51595	8.708695	9.528419	9.777327	10.26867	10.63747	9.164393	10.63733	11.45971	9.05417	9.386073	12.07596
2	17	9.838786	12.62307	8.688781	9.355876	10.44648	8.64854	10.10394	11.05018	11.08633	9.390628	12.01398	9.396303	10.36925	10.15339	10.49188	13.33289	11.11953	12.70111	10.06512	11.48896
2	18	12.45918	11.32108	10.37867	9.311507	9.943708	9.920908	12.61755	11.57166	10.4719	10.20247	10.31843	9.988875	9.428091	10.09528	10.53386	10.86888	11.21278	12.31101	10.54704	10.88265
2	19	11.4096	10.18264	11.9391	10.72059	12.35698	9.720601	9.071578	10.97738	11.80125	7.838634	11.71705	9.454844	11.80489	9.912247	10.1189	11.94488	10.58111	10.73644	8.680736	9.991895
2	20	11.27457	9.987685	9.4504	11.4237	9.864655	12.27047	9.695953	10.6624	11.04137	10.40674	10.75549	10.65991	9.877825	9.764083	9.904691	11.1452	10.71538	11.13054	7.591105	10.34221
2	21	9.925835	12.00361	9.411374	9.656868	11.49666	9.403956	10.47142	10.35283	10.32761	11.36896	12.50819	10.82619	9.448602	11.23141	10.92269	10.74867	9.309363	12.51645	10.4396	10.41929
2	22	9.516183	10.96879	9.690028	12.40024	11.28265	9.75276	9.958817	10.60756	11.2132	11.58339	9.514482	9.599032	10.38974	13.5857	10.37951	9.840333	10.56576	10.55904	12.03742	7.70206
2	23	9.470534	10.60246	10.47	10.82265	10.73945	10.85739	11.91596	10.51377	11.84547	10.18154	9.982327	12.02842	11.65501	10.5469	10.18869	10.981	10.37758	10.50769	8.804637	11.44036
2	24	11.54594	10.57542	11.60471	11.69413	9.335521	11.23718	11.83374	10.07288	11.5119	9.196968	9.022532	9.903563	11.17003	10.7184	10.4482	9.895778	10.44091	10.41386	9.199153	10.60025
2	25	10.05785	10.31085	8.994543	9.586287	9.789106	11.63673	9.74886	9.709193	10.49629	10.64041	10.03829	11.91491	11.13777	11.44649	11.83097	11.49418	11.56992	10.21371	11.83687	10.49134
2	26	12.55345	10.62677	9.936382	10.06982	12.51804	10.78318	9.4177	10.05335	10.51437	9.839358	11.68427	12.1723	9.751969	9.86136	10.09839	11.2819	10.16859	9.81942	10.16395	8.613087
2	27	11.36709	10.69082	12.27626	10.54225	9.402886	11.23603	11.91153	10.20829	10.8077	11.90214	10.24537	10.19231	8.686924	9.607127	8.78415	11.06864	9.200672	9.214896	10.49507	12.33178
2	28	11.45032	12.13463	10.49916	10.93743	8.559665	8.493634	11.28406	10.68647	9.722413	10.04568	9.428337	9.574435	8.636277	10.31687	9.926052	10.51317	11.35871	10.44098	11.11149	8.144375
2	29	11.25796	10.18987	11.81706	10.32982	9.599964	9.611288	10.80573	12.6093	10.09138	10.43291	11.70599	10.41341	10.46194	10.53811	11.37629	10.13032	10.10877	12.56071	11.05772	10.45299
2	30	10.66928	11.43594	11.32886	9.725373	12.2684	10.50464	9.911992	11.98646	7.933359	11.61603	9.783331	9.843883	9.973091	10.46082	10.56942	10.0132	11.83428	10.0589	10.34011	11.14251
2	31	11.17593	11.15197	11.10554	9.278216	10.98775	10.27502	12.89241	11.1422	10.23689	9.73498	11.70183	10.34506	11.54874	9.984044	10.64029	10.3812	10.79615	10.49785	10.37012	10.2216
2	32	10.59676	10.86083	10.9913	11.49996	10.44589	12.12146	10.55987	9.998465	10.7611	10.29313	10.34582	9.894374	10.35148	12.80595	11.3236	10.8438	12.44685	9.751622	10.80785	10.62541
2	33	10.25422	11.51532	9.840576	11.34562	11.26623	10.10423	10.57977	10.11646	11.34903	9.891001	11.32728	10.11668	10.49062	9.198947	10.12197	11.491	12.40144	10.20248	10.94442	11.22851
2	34	12.13091	11.98839	12.43519	12.60276	10.66533	10.76614	11.38984	10.12528	11.18854	12.19265	10.56425	9.616345	9.615176	11.72453	11.23809	11.92712	10.55663	9.571693	9.059869	8.882026
2	35	10.59234	10.58739	10.47017	12.27398	10.29267	9.255939	11.54585	9.229677	9.601699	12.02856	10.40529	9.809231	11.94661	11.811	10.18081	9.312958	10.63911	9.823028	11.11947	10.69182
2	36	11.64274	10.91722	9.52018	9.210907	9.300422	11.98561	11.60004	11.79846	11.72118	8.673378	9.660748	11.25454	11.12528	9.61982	10.40238	10.18296	10.69226	10.28374	11.15284	10.33492
2	37	9.689051	9.475305	7.524914	11.04877	10.35448	10.71432	10.41767	10.06042	10.61893	12.43051	9.935076	10.22039	10.35163	9.670641	10.18691	11.1947	10.56509	9.990441	9.746735	9.28701
2	38	10.8203	10.72785	11.48465	10.11455	11.80918	8.969751	10.06721	9.788825	11.64591	10.23148	10.71036	9.644638	8.50644	11.66831	9.995988	10.15301	9.40941	10.10882	11.31719	12.23768
2	39	9.509818	11.86141	10.88101	11.65494	11.27751	10.81187	8.664968	9.988294	11.1607	11.2593	10.67744	10.16019	9.87866	9.566236	11.29646	9.071439	9.060689	11.81733	11.65697	10.67927
2	40	11.04448	10.48083	7.85839	10.46265	9.541177	10.41421	8.561954	10.31592	11.16598	9.648681	12.15372	10.04154	9.634961	10.88178	10.5724	8.958706	10.42861	10.65782	9.340744	9.771538
2	41	11.65494	10.64603	10.32435	10.5289	11.15152	12.29149	8.962592	10.8113	11.76151	11.2784	10.75511	10.95818	11.65687	11.19882	11.61138	11.37437	10.66801	10.86146	11.80471	10.97584
2	42	10.94167	10.05495	11.82652	12.63426	10.72739	10.69718	7.663175	12.90257	9.371599	10.60947	11.31533	11.33864	10.05121	9.243891	8.528362	10.78919	9.568766	12.63438	11.06695	9.594293
2	43	10.61783	10.73628	11.7383	11.35676	9.331008	11.31716	10.35422	11.61575	12.63311	10.26278	11.99189	12.54644	11.97499	9.288569	9.971055	7.262408	11.82817	9.155228	12.22171	12.93289
2	44	12.27988	9.315584	9.278341	11.61764	10.75945	10.40414	11.09026	9.417958	11.19591	11.64305	12.3177	10.21558	10.84069	10.89583	10.29344	10.19878	11.05153	10.56336	10.41542	11.75454
2	45	11.2659	11.24707	11.78867	10.09443	8.977448	11.17707	10.75034	10.50261	11.71691	10.06602	11.23577	11.48167	9.935243	10.4216	10.65617	11.86714	9.324759	9.87641	10.17339	10.76425
2	46	10.16541	10.44211	9.679857	10.67707	9.713111	11.74159	11.00936	9.492287	10.16643	10.04639	10.30452	8.898031	8.34351	10.97457	10.24967	10.50138	8.512107	10.34811	11.91936	10.94095
2	47	12.12177	10.70206	9.858782	11.15132	9.701092	10.80899	10.78729	8.251214	9.178771	10.18799	10.22633	10.46216	9.582219	9.218446	10.2082	10.83801	11.12488	9.759852	10.25977	11.18151
2	48	10.65841	11.39625	11.52292	10.31079	9.771615	10.00004	10.14159	10.49155	12.83594	10.24028	9.822309	10.44375	9.938291	11.49293	10.50415	10.7073	12.0626	9.989413	9.047946	10.48283
5	1	10.83889	9.300704	11.81103	12.19217	9.517523	9.417119	8.671949	10.93334	11.15222	11.14944	11.71754	10.83136	12.34188	13.28247	11.76061	10.82473	10.82281	11.0003	10.3183	12.57063
5	2	10.21708	8.818524	10.95997	11.22483	9.455954	9.774532	10.35703	10.51276	12.18124	10.44675	12.3643	10.5557	10.4879	11.23776	11.01336	9.422815	12.64736	8.294305	8.966744	11.02321
5	3	7.269431	11.31631	11.65154	11.88056	11.0488	10.74672	12.11451	12.09554	11.31044	9.620774	10.60436	11.07534	10.19241	9.858261	9.676881	11.06696	11.10224	9.557906	10.14689	10.09205
5	4	11.25784	12.08533	10.40035	11.2698	9.970711	11.25304	10.99087	10.62197	12.21192	9.637961	10.92815	11.81625	11.46675	10.26519	10.71979	11.14981	11.07125	10.37717	9.557812	10.90233
5	5	10.6349	11.16251	10.99242	11.12848	10.64201	10.98767	11.22109	9.887728	11.41272	12.25158	10.40271	10.54813	10.87588	10.9309	11.53364	12.16188	9.361128	11.49434	11.09881	11.42558
5	6	11.04531	11.03455	10.05571	8.871036	10.94553	9.815022	11.43213	10.28028	11.44635	9.867798	10.22739	11.20693	9.995348	9.906018	10.46397	8.738017	9.942664	10.63319	10.51348	10.00488
5	7	10.6758	12.88038	11.62387	10.5457	12.14006	10.70384	11.60496	9.600434	9.699515	10.56359	11.29937	11.43468	10.40821	11.19338	10.74918	9.904044	10.59828	10.54737	11.23091	11.73877
5	8	10.99491	10.66475	12.41119	11.23607	11.76822	12.68525	9.161004	9.82572	9.487692	10.34238	10.01732	12.30071	10.38421	10.45449	11.92472	9.755548	10.54808	11.45228	10.77968	11.31259
5	9	10.32291	10.54518	10.34801	12.90508	10.37224	10.3522	11.97086	11.17049	11.20078	9.086067	12.09311	9.875831	11.88101	11.94878	11.19189	12.16976	9.959199	10.43587	8.919284	12.03301
5	10	11.24748	12.00503	11.61865	10.15283	9.991125	9.507054	11.54996	12.33521	11.3952	11.52375	9.695487	11.17779	12.41817	10.53747	11.32919	11.07138	9.14113	12.51911	10.38885	10.4478
5	11	12.34803	11.08068	10.0039	13.04208	11.18859	11.16934	12.32238	11.72277	11.65834	11.89013	11.85427	9.885131	11.27705	10.13214	11.18314	11.61255	9.065462	10.01563	10.20461	10.10321
5	12	11.99011	10.09941	11.37595	10.23688	11.36156	12.00184	11.5791	11.35209	10.17175	11.18636	10.14693	10.80818	11.17162	11.2136	9.937037	10.22043	9.470732	12.37995	11.53702	10.60032
5	13	10.42551	11.51157	10.78232	11.04399	10.72685	10.87935	11.08826	9.267552	13.35331	10.56857	12.19833	12.24218	12.29286	11.03113	10.26536	11.93782	12.25171	12.30055	11.16077	9.924645
5	14	10.73647	9.850015	10.31177	11.53622	11.34062	13.71463	12.26754	10.52224	9.114405	10.96469	12.16439	11.75231	10.87752	10.02504	10.68155	10.93193	11.62346	11.34984	12.12765	12.46289
5	15	10.51299	11.70373	11.21186	11.46914	10.48699	11.71584	12.48016	11.86006	10.9693	10.6537	11.86784	10.25989	11.63997	10.48416	10.29342	10.47712	11.65554	10.5624	11.9504	12.95529
5	16	11.59654	9.292319	11.22313	10.55083	10.42362	11.49163	12.50604	10.52391	10.31457	12.0873	10.93235	11.02503	11.17931	10.82419	11.27189	12.47909	11.45231	9.974697	11.14637	10.80485
5	17	12.59232	11.00839	11.51203	9.450711	10.67629	9.923318	10.6411	11.71708	10.35652	8.918987	10.62934	9.459312	12.36029	11.03183	10.00432	11.50344	11.97359	11.25964	8.977815	9.543038
5	18	10.96569	12.01104	10.30933	9.719271	9.945373	11.6801	11.4486	11.55468	11.19479	11.52022	9.530747	10.90644	9.081883	10.58537	12.03445	11.55579	9.250719	11.39572	11.10451	10.96395
5	19	11.63299	11.60481	11.75845	10.69118	8.021929	11.53604	11.23187	11.34069	11.20723	12.02594	11.74026	8.603076	10.10712	10.53634	9.921412	12.65504	10.3378	11.37977	10.95606	9.734926
5	20	10.59541	10.57261	9.536596	10.5796	10.88909	11.41676	11.90303	10.35497	10.11498	9.965896	11.08618	9.74237	10.24653	9.692115	9.679741	12.20801	8.959702	11.55153	11.16418	9.655173
5	21	9.848523	11.56131	10.86476	9.785645	10.48295	11.76795	11.77455	11.77489	10.75831	10.91167	11.07594	10.11114	10.76889	10.22049	10.04968	10.45717	9.312964	9.268023	11.9871	11.53908
5	22	11.70562	10.49667	10.30982	9.64739	10.86942	12.12956	9.836998	10.64811	10.91016	10.51135	10.28619	11.67668	10.49056	10.83125	11.31967	9.650828	11.44024	11.22535	9.551437	10.29444
5	23	11.64527	10.02646	10.65913	10.09053	11.38186	8.537788	11.32338	13.09301	10.61433	11.74838	10.3615	12.63526	12.33973	10.21373	11.90471	11.63453	11.5189	10.15287	10.59796	9.471772
5	24	10.28777	10.72228	11.23005	12.79277	9.812667	11.65777	11.88613	9.132096	11.32211	10.2417	11.75594	9.628617	10.7118	11.42555	11.0136	11.48745	10.55048	9.606103	8.913382	12.41082
5	25	10.99671	9.992026	10.88249	11.1439	11.06106	10.40512	9.595466	10.98269	9.683098	9.046593	11.31089	10.28289	10.88988	10.8749	11.41501	10.85361	9.905838	9.936481	11.35649	10.62101
5	26	10.01488	11.80355	11.0206	9.697536	11.5249	10.4702	11.73686	10.74159	10.05984	11.86052	9.663594	10.90669	8.795912	11.98117	12.7064	9.017781	10.91575	11.24497	11.63248	10.20235
5	27	10.19017	10.95364	10.58979	10.32968	11.65599	10.38685	10.32549	12.22949	12.06378	11.29393	11.88843	10.96132	11.17835	11.62153	12.05803	9.795516	9.220637	11.38477	9.390923	12.10073
5	28	7.711952	9.692771	10.81509	9.189632	11.39383	10.50695	11.61623	10.55195	9.930507	11.02455	9.489838	12.32029	11.91924	9.88063	10.25666	10.61498	9.220381	10.3598	11.61539	10.89712
5	29	10.1393	10.33574	12.11716	11.77517	10.67637	9.266047	11.14851	11.48005	13.27676	13.28403	10.77324	10.74471	11.4693	8.645109	12.59453	11.82534	9.352171	13.44606	12.82481	10.39016
5	30	11.14597	10.31859	10.62582	11.29459	10.50167	11.20943	10.2872	13.57686	11.34819	10.29638	10.06943	11.77079	11.17649	11.75414	8.921272	9.866072	10.53156	10.88611	11.23737	12.85124
5	31	9.734972	12.10321	12.27599	11.22503	9.61767	11.81355	10.83365	10.57255	11.34469	10.89996	11.21668	10.35757	10.81475	11.8469	11.79882	11.09301	10.62839	10.67604	12.91635	10.32108
5	32	11.28278	11.28174	11.56873	9.929177	10.07306	11.06715	9.645434	9.83624	10.14546	9.729192	10.13972	11.18554	8.456445	10.27248	10.32943	10.13878	10.89591	11.04635	8.955224	10.98686
5	33	10.3124	10.12595	11.21463	8.584827	11.11186	9.79009	9.413803	10.01622	12.66219	9.458235	11.85747	12.17982	11.07024	9.92312	11.24738	12.70908	9.97876	13.20996	10.81828	13.40144
5	34	9.725844	10.77943	10.92882	11.66618	10.84294	9.828001	10.73752	9.583998	9.310714	11.1921	10.2333	11.09365	9.756325	11.40882	10.87366	8.680055	10.9408	11.48195	11.15934	10.50947
5	35	10.70864	12.36899	12.23485	10.24688	11.05115	11.10574	9.891096	11.61306	11.68058	11.46089	9.789616	11.40673	10.78816	11.74222	10.45163	10.63971	11.463	9.407844	11.9062	12.64532
5	36	12.63309	11.80042	10.0581	10.44594	13.40698	13.56756	10.97469	11.02015	11.42441	10.40552	10.49149	10.77004	12.05559	11.0471	10.5688	11.14746	9.607176	11.27516	9.428596	12.55018
5	37	9.565297	9.684476	10.79286	10.50813	12.79505	10.99486	9.105765	11.5886	10.15801	11.25446	10.73903	12.63448	10.33744	10.04312	13.55453	9.805378	10.93405	11.01842	9.508895	11.58364
5	38	10.30866	10.10529	10.0916	11.51105	10.19471	12.20695	10.64016	11.76817	9.758518	9.402672	11.37715	11.72752	9.363249	9.552582	11.42084	9.80686	10.6955	11.02322	9.093592	10.09905
5	39	11.76494	10.66325	12.69557	10.85856	10.93392	12.24376	11.0436	10.6451	10.96619	12.22623	10.24592	12.66535	9.182089	10.29195	10.21523	11.08849	10.535	11.19837	10.44559	10.94867
5	40	10.85897	11.5943	11.48854	9.144868	11.91566	11.74931	7.789722	10.19899	9.59166	10.96156	12.0105	8.590515	12.34943	11.10889	11.09935	9.01985	12.05479	10.39864	10.49879	10.92601
5	41	11.44881	10.99973	12.25068	11.61041	11.82254	10.73034	11.12427	13.66927	12.19543	11.12392	11.0487	11.71935	12.50278	11.29779	9.776759	11.92669	9.67589	10.77597	12.07339	10.40253
5	42	12.03892	13.54432	10.64209	10.08889	11.43717	10.71776	10.58488	10.23091	12.63149	9.952923	12.35347	10.24209	10.56867	8.699492	12.07294	11.86428	10.76731	10.39336	11.49212	10.52516
5	43	11.33842	11.17277	10.96439	10.26475	11.38076	11.29661	11.79338	11.60399	10.39186	12.43918	11.77542	9.636828	10.15765	11.68865	11.5066	13.72908	11.43941	9.851801	10.30947	11.84589
5	44	12.09658	11.89132	9.860377	10.10889	9.551867	12.91422	11.27403	8.287852	8.876166	10.55489	10.43756	11.40839	11.29814	9.939124	9.537148	9.465552	9.046542	11.21353	9.331965	11.78673
5	45	10.62288	10.94156	12.15517	10.9788	10.05884	11.38947	9.484127	9.40389	12.36542	11.33866	11.17492	10.29278	9.844775	9.696722	10.93465	10.60547	10.46908	10.94885	11.64007	10.64697
5	46	9.791789	8.580772	10.6044	11.05986	11.05278	11.36589	12.67829	11.18258	9.615108	11.73349	11.12472	11.67456	10.78112	10.26573	11.141	11.78119	11.45712	11.06929	10.98682	10.92297
5	47	11.34194	11.72246	9.943933	10.58971	9.561502	10.52856	9.92249	11.11798	10.95228	11.45198	10.65786	10.66129	8.967238	10.38435	12.17118	11.55525	10.573	11.12816	11.52989	9.704338
5	48	9.396206	11.07244	11.9478	11.99372	11.35911	11.57771	9.934292	10.52019	12.82556	10.1945	10.32335	9.47703	11.55092	12.33631	11.21134	9.932243	11.768	10.71456	10.86841	9.226213
8	1	10.6139	10.51848	8.911322	11.85287	11.76689	10.17846	11.78255	9.01376	9.663594	10.84704	10.24994	12.06008	9.547074	9.842349	11.27683	10.95569	10.68208	10.61933	10.87439	10.20063
8	2	11.88518	10.07804	10.29706	12.88124	10.53911	11.14028	9.659416	11.66531	10.27875	10.37361	10.51248	11.63757	9.759969	9.383713	9.457498	8.700442	9.631399	10.81099	11.54879	11.9895
8	3	10.66292	10.42451	10.12428	9.572921	9.979677	9.777236	10.30591	10.34073	13.3534	9.937469	10.26587	10.66782	11.04992	11.02946	9.333407	10.4285	10.66419	11.58473	10.61361	10.07191
8	4	8.749783	12.15743	9.635382	10.65519	13.43378	9.940128	11.68275	12.0504	9.899736	10.46715	11.32988	12.21332	12.14065	10.38021	10.51662	10.55539	12.27375	10.20403	10.08364	10.40693
8	5	8.8044	11.82441	10.01074	8.333475	11.42684	9.553375	13.59817	12.09023	11.00652	11.14728	10.15878	11.24617	11.28292	9.913563	11.43303	10.52366	10.04026	11.76866	11.28757	9.949069
8	6	10.21947	10.18766	11.1136	10.37118	11.46248	11.13893	10.22916	9.498975	10.33791	10.98838	11.0228	10.98393	9.651369	13.14221	10.65288	10.71052	11.26537	10.69237	9.401511	11.70648
8	7	11.93329	10.51276	10.12274	10.89077	11.14234	10.86262	9.918024	11.40206	11.69395	10.32775	9.48006	9.80654	9.976317	11.30105	10.45423	9.713356	10.41811	9.432609	10.14844	10.81994
8	8	11.29383	10.09187	10.0337	10.93173	10.8319	11.91807	9.538611	11.39386	11.38858	9.702022	9.343823	9.874478	10.03325	8.757672	11.51684	11.66013	10.74782	11.89305	9.674844	11.55296
8	9	10.9811	10.26684	10.91882	11.0116	12.11341	11.34575	9.067387	9.420222	9.806788	11.65587	11.21627	12.47785	10.83144	10.26963	10.7152	12.05438	10.11971	12.05724	10.55681	6.992305
8	10	9.214232	10.86823	12.05453	9.14461	9.025084	9.602633	8.403829	11.93217	11.69307	11.31775	10.31422	10.43436	12.67789	10.72922	9.619064	9.741589	11.13529	11.19201	12.19881	11.94194
8	11	11.23573	12.76656	10.85135	10.1173	8.254908	10.43977	9.53116	9.250661	12.08924	10.39177	11.01958	9.596858	10.60927	9.856071	11.20907	10.62451	9.909618	10.87058	11.5529	11.52567
8	12	10.08695	12.74911	9.173357	12.19762	11.26878	10.12254	11.21124	10.31492	10.85167	10.90773	10.89916	9.182449	11.3594	10.14079	9.197564	10.47909	13.50531	9.893215	9.993569	10.26441
8	13	9.882171	11.45745	11.95272	9.920691	10.60572	10.19	10.5536	12.21229	11.48272	10.43825	11.39557	9.947312	11.48095	11.62371	8.205219	10.95294	9.065923	13.42285	10.39806	9.968781
8	14	10.15268	11.84015	10.19777	9.37425	9.862809	8.194672	9.72823	10.10287	11.2363	12.18848	12.04553	11.64293	11.50691	11.17797	12.51451	9.536334	9.769948	10.66419	11.55252	10.84496
8	15	9.99446	9.615469	8.839799	11.03642	11.2662	10.34001	10.97643	11.44932	10.19358	10.85937	12.25644	10.62723	9.990274	8.797338	8.835672	10.52399	9.872128	9.498246	11.53376	10.627
8	16	12.39318	9.628973	10.39298	9.74228	10.63894	10.81953	8.200663	10.72547	9.948952	11.56231	8.803155	10.42391	9.496276	10.5674	11.82977	10.27929	11.46029	11.8566	10.78109	9.616713
8	17	9.299379	9.991156	11.30824	11.33618	10.2365	10.40195	10.27949	11.0517	10.19563	11.80087	10.07407	10.39097	12.96482	9.152206	11.07893	8.929742	10.12678	11.1972	11.32926	11.49055
8	18	9.961596	10.24197	12.19207	10.22111	11.28901	12.44521	12.23624	9.007185	10.71881	10.78194	9.81295	10.41292	11.74031	10.37961	9.485386	12.13013	11.25203	10.96277	11.12837	10.86157
8	19	10.92607	9.233203	9.306767	10.7018	10.58875	9.95798	12.29159	11.75408	10.7772	10.76634	9.934783	11.39439	8.904154	8.228728	9.889881	10.69097	10.52953	9.225836	10.41799	11.20962
8	20	9.974706	9.04174	10.67071	9.746634	9.765775	9.378706	9.655506	10.64133	9.141153	11.60715	11.35812	10.64654	11.26729	12.06323	11.79514	10.5701	9.903205	9.801971	9.313255	11.10425
8	21	11.29408	10.76034	9.9887	10.31042	10.30039	9.928343	11.56315	9.531431	10.61327	10.60182	11.26461	11.63144	12.25443	10.63213	9.623752	9.847484	11.58051	12.65989	9.396586	11.37201
8	22	10.25917	10.6601	12.59131	11.19838	10.96613	12.50713	12.26412	11.75965	8.573461	9.984084	10.12009	9.61186	10.64082	10.70238	11.48063	9.725315	11.58641	9.938814	10.52087	11.66937
8	23	9.068517	11.25872	9.252526	10.07697	10.90319	10.39881	12.26118	10.96723	9.150747	10.80867	10.88485	12.78349	10.44769	8.596795	11.13326	10.37737	9.844885	10.01608	11.5085	9.733625
8	24	10.83298	11.83698	9.774362	10.92173	9.216048	11.66119	10.60854	11.12775	10.5462	9.544072	11.36293	10.62523	10.53835	9.839615	11.97713	10.16969	9.576559	12.06684	9.983903	10.61614
8	25	9.406351	10.73769	12.0259	11.32405	11.93531	10.6982	10.53238	10.77971	10.72548	11.0953	10.33344	11.00702	11.19942	10.70876	8.583212	13.15638	9.698889	9.465026	10.27162	8.860261
8	26	9.409603	12.17609	11.68785	10.27024	10.1847	12.53983	10.77302	11.06875	10.3922	10.93214	8.872201	11.73692	11.67768	10.89969	11.27024	10.7946	11.74681	13.10411	8.901115	10.88477
8	27	12.32814	11.11496	10.05125	10.69994	12.87386	11.89141	11.97651	12.83675	11.45787	10.20905	10.56873	10.95056	10.23947	9.270205	10.21204	9.506017	9.895674	10.16974	10.77376	8.779575
8	28	10.6135	10.7072	10.1667	8.45575	10.00335	9.269207	9.446417	11.94086	11.25871	11.32153	10.44775	9.197282	10.71115	9.887301	9.985553	10.80705	9.532787	10.82368	10.51326	12.68023
8	29	10.39909	10.77435	9.989298	10.88977	9.46487	10.44607	11.15602	10.63177	11.15144	10.24164	8.532704	9.386612	10.71806	8.553496	10.2426	9.278937	10.41448	10.46365	10.26832	9.044665
8	30	9.581441	9.73599	8.94333	11.88912	10.49355	9.757114	9.192581	9.163338	10.08453	13.06528	11.80968	11.67898	9.850821	11.06148	11.30483	11.01361	8.96743	10.38009	9.154871	9.117154
8	31	10.89771	10.89371	10.24506	11.43302	11.28451	9.529904	9.873841	9.071809	13.01219	10.42622	9.459319	10.03398	11.83211	10.73849	10.26441	9.090875	9.590487	10.22353	10.74685	9.350635
8	32	9.017397	10.83928	9.711505	12.17486	10.06745	10.8587	12.19834	11.03884	10.95372	10.31156	10.07915	10.38717	11.85996	9.474448	9.562135	11.74675	11.58979	11.90841	9.77459	11.02497
8	33	10.53964	11.39461	11.31396	10.71016	10.52114	8.282516	10.36894	10.53177	9.277165	11.23987	9.789388	11.28946	10.6351	12.28852	8.987949	9.766904	9.804901	11.73238	11.0942	11.40776
8	34	10.58996	10.61398	12.40049	9.664209	10.66266	9.07438	10.73291	9.85491	11.36881	9.582767	11.77316	10.77591	11.41465	9.264059	11.25666	10.31507	9.490535	10.59942	9.430314	10.11303
8	35	10.76456	10.46789	10.6663	8.745021	11.71557	10.48162	11.97079	9.297996	9.328164	11.07226	8.667571	9.865153	11.41529	10.11294	11.53161	11.76867	10.83609	9.297215	10.89264	11.91051
8	36	11.63233	10.81751	10.56938	10.50944	11.34805	11.15459	9.660626	10.93103	11.84726	10.29022	10.70607	11.04808	9.155113	10.4239	10.99847	8.787045	10.47974	12.41662	11.0726	8.873414
